"name","image","rarity","team","idol","level","master","number","life","total_min","dance_min","total_MAX","dance_MAX","total_MM","dance_MM","vocal_min","visual_min","vocal_MAX","visual_MAX","vocal_MM","visual_MM","get_card","center","skill_type","skill","date","evol","gasya"
"ちいさなお目付け役　水瀬伊織＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542175891.jpg","R＋","フェアリー","水瀬伊織","50","4","876","30","4374","1222","10616","2966","11888","3322","1682","1470","4082","3568","4570","3996","覚醒
ちいさなお目付け役　水瀬伊織を覚醒
","Fairyチャージ
Fairyタイプのライフが20％アップ
","ライフ回復

","集中しなさい！
11秒ごとに31％の確率で5秒間、Perfectでライフが2回復
","2018-11-14","NULL","NULL"
"特別な日のために　ロコ","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542780545.jpg","SSR","フェアリー","ロコ","80","4","877","40","7421","2461","14658","4862","16638","5518","1751","3209","3458","6338","3926","7194","プラチナガシャ
オータムウェディングガシャ
","Fairyコーデ
Fairyタイプのビジュアル値が90％アップ
","スコアアップ

","サムシング・フォー
10秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが30％アップ
","2018-11-21","特別な日のために　ロコ＋

","○

"
"特別な日のために　ロコ＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542780558.jpg","SSR＋","フェアリー","ロコ","90","4","878","40","7431","2465","16489","5469","18469","6125","1753","3213","3890","7130","4358","7986","覚醒
特別な日のために　ロコを覚醒
","Fairyコーデ
Fairyタイプのビジュアル値が90％アップ
","スコアアップ

","サムシング・フォー
10秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが30％アップ
","2018-11-21","NULL","NULL"
"プリンセスロード　徳川まつり","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542780569.jpg","SR","プリンセス","徳川まつり","60","4","879","35","5853","2542","11514","5000","13126","5700","1366","1945","2688","3826","3064","4362","プラチナガシャ
オータムウェディングガシャ
","Princessステップ
Princessタイプのダンス値が60％アップ
","スコアアップ

","誓いの言葉
11秒ごとに31％の確率で6秒間、Perfectのスコアが26％アップ
","2018-11-21","プリンセスロード　徳川まつり＋

","○

"
"プリンセスロード　徳川まつり＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542780579.jpg","SR＋","プリンセス","徳川まつり","70","4","880","35","5867","2548","13433","5834","15045","6534","1370","1949","3136","4463","3512","4999","覚醒
プリンセスロード　徳川まつりを覚醒
","Princessステップ
Princessタイプのダンス値が60％アップ
","スコアアップ

","誓いの言葉
11秒ごとに31％の確率で6秒間、Perfectのスコアが26％アップ
","2018-11-21","NULL","NULL"
"いつかのために　伊吹翼","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542780590.jpg","R","エンジェル","伊吹翼","40","4","881","30","4378","1465","8542","2858","9822","3286","1669","1244","3256","2428","3744","2792","プラチナガシャ
オータムウェディングガシャ
","Angelチャージ
Angelタイプのライフが20％アップ
","ダメージガード

","ドキドキ予行演習
13秒ごとに21％の確率で6秒間、ライフが減少しない
","2018-11-21","いつかのために　伊吹翼＋

","○

"
"いつかのために　伊吹翼＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542780599.jpg","R＋","エンジェル","伊吹翼","50","4","882","30","4399","1472","10678","3573","11958","4001","1677","1250","4070","3035","4558","3399","覚醒
いつかのために　伊吹翼を覚醒
","Angelチャージ
Angelタイプのライフが20％アップ
","ダメージガード

","ドキドキ予行演習
13秒ごとに21％の確率で6秒間、ライフが減少しない
","2018-11-21","NULL","NULL"
"D／Zeal　ジュリア","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542780609.jpg","SR","フェアリー","ジュリア","60","4","883","35","6496","1524","12778","2998","14566","3418","2169","2803","4266","5514","4862","6286","ツアー
【イベント】プラチナスターツアー～ハーモニクス～
","Fairyコーデ
Fairyタイプのビジュアル値が60％アップ
","コンボボーナス

","ロッキン・ソウル
13秒ごとに31％の確率で7秒間、コンボボーナスが20％アップ
","2018-11-21","D／Zeal　ジュリア＋

","×

"
"D／Zeal　ジュリア＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542780619.jpg","SR＋","フェアリー","ジュリア","70","4","884","35","6512","1528","14908","3498","16696","3918","2174","2810","4976","6434","5572","7206","覚醒
D／Zeal　ジュリアを覚醒
","Fairyコーデ
Fairyタイプのビジュアル値は60％アップ
","コンボボーナス

","ロッキン・ソウル
13秒ごとに31％の確率で7秒間、コンボボーナスが20％アップ
","2018-11-21","NULL","NULL"
"D／Zeal　最上静香","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542780627.jpg","SR","フェアリー","最上静香","60","4","885","35","6070","2614","11942","5142","13614","5862","2040","1416","4014","2786","4574","3178","ツアー
【イベント】プラチナスターツアー～ハーモニクス～
","Fairyステップ
Fairyタイプのダンス値が60％アップ
","スコアアップ

","共鳴する魂
11秒ごとに31％の確率で6秒間、Perfectのスコアが26％アップ
","2018-11-21","D／Zeal　最上静香＋

","×

"
"D／Zeal　最上静香＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542780636.jpg","SR＋","フェアリー","最上静香","70","4","886","35","7757","3340","13932","5998","15604","6718","2605","1812","4683","3251","5243","3643","覚醒
D／Zeal　最上静香を覚醒
","Fairyステップ
Fairyタイプのダンス値が60％アップ
","スコアアップ

","共鳴する魂
11秒ごとに31％の確率で6秒間、Perfectのスコアが26％アップ
","2018-11-21","NULL","NULL"
"チアフル・クリスマス！　高山紗代子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1543560063.jpg","SSR","プリンセス","高山紗代子","80","4","887","40","7456","3459","14726","6832","16714","7756","2495","1502","4928","2966","5592","3366","プラチナガシャ
ハッピークリスマスパーティーガシャ
","Princessステップ
Princessタイプのダンス値が90％アップ
","コンボボーナス

","キラキラ☆パーティータイム
11秒ごとに31％の確率で6秒間、コンボボーナスが26％アップ
","2018-11-30","チアフル・クリスマス！　高山紗代子＋

","△
期間限定
"
"チアフル・クリスマス！　高山紗代子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1543560070.jpg","SSR＋","プリンセス","高山紗代子","90","4","888","40","7465","3463","16568","7687","18556","8611","2498","1504","5544","3337","6208","3737","覚醒
チアフル・クリスマス！　高山紗代子を覚醒
","Princessステップ
Princessタイプのダンス値が90％アップ
","コンボボーナス

","キラキラ☆パーティータイム
11秒ごとに31％の確率で6秒間、コンボボーナスが26％アップ
","2018-11-30","NULL","NULL"
"君にもメリークリスマス　島原エレナ","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1543560079.jpg","SR","エンジェル","島原エレナ","60","4","891","35","6147","1441","12090","2834","13782","3230","2660","2046","5232","4024","5964","4588","プラチナガシャ
ハッピークリスマスパーティーガシャ
","Angelハーモニー
Angelタイプのボーカル値が60％アップ
","スコアアップ

","…バカ。
11秒ごとに36％の確率で5秒間、Perfectのスコアが26％アップ
","2018-11-30","君にもメリークリスマス　島原エレナ＋

","△
期間限定
"
"君にもメリークリスマス　島原エレナ＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1543560087.jpg","SR＋","エンジェル","島原エレナ","70","4","892","35","6160","1444","14106","3306","15798","3702","2666","2050","6105","4695","6837","5259","覚醒
君にもメリークリスマス　島原エレナを覚醒
","Angelハーモニー
Angelタイプのボーカル値が60％アップ
","スコアアップ

","…バカ。
11秒ごとに36％の確率で5秒間、Perfectのスコアが26％アップ
","2018-11-30","NULL","NULL"
"ハッピー・ホーリーナイト　北上麗花","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1543560095.jpg","SSR","エンジェル","北上麗花","80","4","889","40","7436","3215","14688","6350","16672","7206","1737","2484","3432","4906","3896","5570","プラチナガシャ
ハッピークリスマスパーティーガシャ
","Angelステップ
Angelタイプのダンス値が90％アップ
","スコアアップ

","まだかな？サンタさん
11秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが30％アップ
","2018-11-30","ハッピー・ホーリーナイト　北上麗花＋

","○

"
"ハッピー・ホーリーナイト　北上麗花＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1543560107.jpg","SSR＋","エンジェル","北上麗花","90","4","890","40","7446","3219","16526","7144","18510","8000","1740","2487","3862","5520","4326","6184","覚醒
ハッピー・ホーリーナイト　北上麗花を覚醒
","Angelステップ
Angelタイプのダンス値が90％アップ
","スコアアップ

","まだかな？サンタさん
11秒ごとに31％の確率で６秒間、Perfect/Greatのスコアが30％アップ
","2018-11-30","NULL","NULL"
"HAPPY DREAMER　我那覇響","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1543906173.jpg","SR","プリンセス","我那覇響","60","4","893","35","6505","2827","12798","5562","14594","6342","1519","2159","2988","4248","3408","4844","シアター
【イベント】プラチナスターシアター～PRETTY DREAMER～
","Princessステップ
Princessタイプのダンス値が60％アップ
","コンボボーナス

","気合いバッチリ！
11秒ごとに31％の確率で6秒間、コンボボーナスが20％アップ
","2018-12-04","HAPPY DREAMER　我那覇響＋

","×

"
"HAPPY DREAMER　我那覇響＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1543906181.jpg","SR＋","プリンセス","我那覇響","70","4","894","35","6520","2834","14930","6488","16726","7268","1522","2164","3485","4957","3905","5553","覚醒
HAPPY DREAMER　我那覇響を覚醒
","Princessステップ
Princessタイプのダンス値が60％アップ
","コンボボーナス

","気合いバッチリ！
11秒ごとに31％の確率で6秒間、コンボボーナスが20％アップ
","2018-12-04","NULL","NULL"
"HAPPY DREAMER　横山奈緒","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1543906191.jpg","SR","プリンセス","横山奈緒","60","4","895","35","6091","2028","11984","3990","13664","4550","1426","2637","2806","5188","3198","5916","シアター
【イベント】プラチナスターシアター～PRETTY DREAMER～
","Princessチャージ
Princessタイプのライフが30％アップ
","ライフ回復

","元気のメッセージ
11秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2018-12-04","HAPPY DREAMER　横山奈緒＋

","×

"
"HAPPY DREAMER　横山奈緒＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1543906200.jpg","SR＋","プリンセス","横山奈緒","70","4","896","35","6106","2033","13980","4654","15660","5214","1430","2643","3273","6053","3665","6781","覚醒
HAPPY DREAMER　横山奈緒を覚醒
","Princessチャージ
Princessタイプのライフが30％アップ
","ライフ回復

","元気のメッセージ
11秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2018-12-04","NULL","NULL"
"ほわほわステップ　高槻やよい","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1544621412.jpg","SSR","エンジェル","高槻やよい","80","4","897","40","7506","3497","14826","6908","16826","7840","1515","2494","2992","4926","3396","5590","プラチナガシャ
冬のお出かけガシャ
","Angelステップ
Angelタイプのダンス値が90％アップ
","コンボボーナス

","ぽかぽか♪I See You♡
13秒ごとに31％の確率で7秒間、コンボボーナスが26％アップ
","2018-12-12","ほわほわステップ　高槻やよい＋

","△
期間限定
"
"ほわほわステップ　高槻やよい＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1544621420.jpg","SSR＋","エンジェル","高槻やよい","90","4","898","40","7516","3502","16678","7772","18678","8704","1517","2497","3365","5541","3769","6205","覚醒
ほわほわステップ　高槻やよいを覚醒
","Angelステップ
Angelタイプのダンス値が90％アップ
","コンボボーナス

","ぽかぽか♪I See You♡
13秒ごとに31％の確率で7秒間、コンボボーナスが26％アップ
","2018-12-12","NULL","NULL"
"幻想の光の中で　二階堂千鶴","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1544621429.jpg","SSR","フェアリー","二階堂千鶴","80","4","899","40","7428","2489","14672","4916","16656","5580","1718","3221","3394","6362","3854","7222","プラチナガシャ
冬のお出かけガシャ
","Fairyコーデ
Fairyタイプのビジュアル値が90％アップ
","スコアアップ

","ファンタジックアワー
7秒ごとに31％の確率で4秒間、Perfect/Greatのスコアが30％アップ
","2018-12-12","幻想の光の中で　二階堂千鶴＋

","○

"
